,Open,High,Low,Close,Volume,Dividends,Stock Splits,AdjClose,word_count,type_of_material,_id,abstract,lead_paragraph,snippet,headline.main,text,relevance_rank,keyword_counts,polarity,subjectivity,finbert-sentiment-score,finbert-bin,market_or_media
2020-01-13 05:00:00+00:00,71.76249694824219,72.0739974975586,71.26850128173828,72.00150299072266,30730000.0,0.0,0.0,72.00150299072266,,,,,,,,,,,,,,,market
2020-01-13 21:02:00+00:00,,,,,,,,,1127.0,Op-Ed,nyt://article/40eefa26-7ba8-5078-9553-ec74d6f01d75,Most of us fear that the company will continue to take a hands-off approach to policing its platform. And that’s exactly what it plans to do.,"Nobody writes a blunderbuss of an internal post at an internet company without wanting it to be read widely and leaked, least of all a top executive at the most scrutinized company in Silicon Valley.",Most of us fear that the company will continue to take a hands-off approach to policing its platform. And that’s exactly what it plans to do.,Facebook Loves to Pass the Buck,"Most of us fear that the company will continue to take a hands-off approach to policing its platform. And that’s exactly what it plans to do. Nobody writes a blunderbuss of an internal post at an internet company without wanting it to be read widely and leaked, least of all a top executive at the most scrutinized company in Silicon Valley. Most of us fear that the company will continue to take a hands-off approach to policing its platform. And that’s exactly what it plans to do. Facebook Loves to Pass the Buck ",4.0,0.0,0.2333333333333333,0.3666666666666666,0.0,0.0,media
2020-01-14 05:00:00+00:00,72.0,72.13150024414062,71.38849639892578,71.52950286865234,26076000.0,0.0,0.0,71.52950286865234,,,,,,,,,,,,,,,market
2020-01-15 05:00:00+00:00,71.6510009765625,72.03900146484375,71.58300018310547,71.95999908447266,21550000.0,0.0,0.0,71.95999908447266,,,,,,,,,,,,,,,market
2020-01-16 05:00:00+00:00,72.27249908447266,72.53500366210938,72.0,72.50800323486328,26080000.0,0.0,0.0,72.50800323486328,,,,,,,,,,,,,,,market
2020-01-16 21:07:40+00:00,,,,,,,,,921.0,News,nyt://article/84c99031-8033-5a07-8f88-8ad03088a828,"The internet search giant became the fourth tech company — after Apple, Amazon and Microsoft — to reach the market milestone.",SAN FRANCISCO — Numbers have long held a special significance at Google.,"The internet search giant became the fourth tech company — after Apple, Amazon and Microsoft — to reach the market milestone.","Google Reaches $1 Trillion in Value, Even as It Faces New Tests","The internet search giant became the fourth tech company — after Apple, Amazon and Microsoft — to reach the market milestone. SAN FRANCISCO — Numbers have long held a special significance at Google. The internet search giant became the fourth tech company — after Apple, Amazon and Microsoft — to reach the market milestone. Google Reaches $1 Trillion in Value, Even as It Faces New Tests ",1.0,2.0,0.0633580705009276,0.4894248608534323,0.5150363445281982,1.0,media
2020-01-17 05:00:00+00:00,73.12699890136719,74.02749633789062,72.82749938964844,73.97599792480469,52424000.0,0.0,0.0,73.97599792480469,,,,,,,,,,,,,,,market
2020-01-21 05:00:00+00:00,73.94999694824219,74.49400329589844,73.510498046875,74.11250305175781,48930000.0,0.0,0.0,74.11250305175781,,,,,,,,,,,,,,,market
2020-01-22 05:00:00+00:00,74.48650360107422,75.02899932861328,74.13300323486328,74.19349670410156,28458000.0,0.0,0.0,74.19349670410156,,,,,,,,,,,,,,,market
2020-01-23 05:00:00+00:00,74.37750244140625,74.67500305175781,74.01599884033203,74.2344970703125,26650000.0,0.0,0.0,74.2344970703125,,,,,,,,,,,,,,,market
2020-01-24 05:00:00+00:00,74.64099884033203,74.70999908447266,73.15899658203125,73.30850219726562,29786000.0,0.0,0.0,73.30850219726562,,,,,,,,,,,,,,,market
2020-01-24 23:09:35+00:00,,,,,,,,,861.0,News,nyt://article/52b9f824-38c3-59d1-bf96-374c7dab7f9e,The tech giant has begun charging U.S. law enforcement for responses to search warrants and subpoenas.,"Facing an increasing number of requests for its users’ information, Google began charging law enforcement and other government agencies this month for legal demands seeking data such as emails, location tracking information and search queries.",The tech giant has begun charging U.S. law enforcement for responses to search warrants and subpoenas.,Have a Search Warrant for Data? Google Wants You to Pay,"The tech giant has begun charging U.S. law enforcement for responses to search warrants and subpoenas. Facing an increasing number of requests for its users’ information, Google began charging law enforcement and other government agencies this month for legal demands seeking data such as emails, location tracking information and search queries. The tech giant has begun charging U.S. law enforcement for responses to search warrants and subpoenas. Have a Search Warrant for Data? Google Wants You to Pay ",1.0,2.0,0.0458333333333333,0.5291666666666667,0.0,0.0,media
2020-01-27 05:00:00+00:00,71.5770034790039,71.8290023803711,70.9749984741211,71.58650207519531,34132000.0,0.0,0.0,71.58650207519531,,,,,,,,,,,,,,,market
2020-01-28 05:00:00+00:00,72.08699798583984,72.73999786376953,71.51799774169922,72.5250015258789,29724000.0,0.0,0.0,72.5250015258789,,,,,,,,,,,,,,,market
2020-01-29 05:00:00+00:00,72.9229965209961,73.20700073242188,72.26950073242188,72.83499908447266,21566000.0,0.0,0.0,72.83499908447266,,,,,,,,,,,,,,,market
2020-01-30 05:00:00+00:00,71.90499877929688,72.76249694824219,71.75,72.7125015258789,27110000.0,0.0,0.0,72.7125015258789,,,,,,,,,,,,,,,market
2020-01-31 05:00:00+00:00,73.39299774169922,73.4834976196289,71.35299682617188,71.63899993896484,43822000.0,0.0,0.0,71.63899993896484,,,,,,,,,,,,,,,market
2020-01-31 16:38:59+00:00,,,,,,,,,1151.0,News,nyt://article/3d5e6a52-ab1a-514b-8898-5e43b795a4d2,"The internet giant, which some lawmakers and regulators say has grown too powerful, tweaked the way it displayed ads on search results. It did not go over well.","SAN FRANCISCO — A couple of weeks ago, when Dan Shure was searching on Google for information about butchering meats, he did something he had avoided for 20 years: He unknowingly clicked on an ad.","The internet giant, which some lawmakers and regulators say has grown too powerful, tweaked the way it displayed ads on search results. It did not go over well.",Why Google Backtracked on Its New Search Results Look,"The internet giant, which some lawmakers and regulators say has grown too powerful, tweaked the way it displayed ads on search results. It did not go over well. SAN FRANCISCO — A couple of weeks ago, when Dan Shure was searching on Google for information about butchering meats, he did something he had avoided for 20 years: He unknowingly clicked on an ad. The internet giant, which some lawmakers and regulators say has grown too powerful, tweaked the way it displayed ads on search results. It did not go over well. Why Google Backtracked on Its New Search Results Look ",2.0,2.0,0.1472727272727272,0.8909090909090909,0.0,0.0,media
2020-02-02 19:15:18+00:00,,,,,,,,,1414.0,News,nyt://article/9097dde9-0c30-5e18-9deb-68c4c64c01fb,Uplifting spots from major brands stayed away from divisive issues on TV’s biggest ad day. But Trump and Bloomberg crashed the party.,"An audience expected to be around 100 million. Big companies paying as much as $5.6 million for 30 seconds of advertising time. In addition to deciding the National Football League champion, the Super Bowl is the biggest event of the year for TV commercials.",Uplifting spots from major brands stayed away from divisive issues on TV’s biggest ad day. But Trump and Bloomberg crashed the party.,"2020 Super Bowl Commercials: Funeral for Mr. Peanut, Tears for Google","Uplifting spots from major brands stayed away from divisive issues on TV’s biggest ad day. But Trump and Bloomberg crashed the party. An audience expected to be around 100 million. Big companies paying as much as $5.6 million for 30 seconds of advertising time. In addition to deciding the National Football League champion, the Super Bowl is the biggest event of the year for TV commercials. Uplifting spots from major brands stayed away from divisive issues on TV’s biggest ad day. But Trump and Bloomberg crashed the party. 2020 Super Bowl Commercials: Funeral for Mr. Peanut, Tears for Google ",5.0,1.0,0.1273809523809523,0.4333333333333333,0.0,0.0,media
2020-02-03 05:00:00+00:00,73.0824966430664,74.31500244140625,72.83049774169922,74.12999725341797,71636000.0,0.0,0.0,74.12999725341797,,,,,,,,,,,,,,,market
2020-02-04 00:33:12+00:00,,,,,,,,,1132.0,News,nyt://article/1a50ad8a-99d9-5081-8a76-4310ca49ea70,"Despite regulatory scrutiny and pressure from lawmakers, the industry’s wealthiest are continuing to grow at remarkable speeds for big companies.","SAN FRANCISCO — When Google’s parent company, Alphabet, said on Monday that revenue at the company soared past $161 billion last year, it was a stark reminder of the widening gap between tech’s wealthiest outfits and the rest of the industry.","Despite regulatory scrutiny and pressure from lawmakers, the industry’s wealthiest are continuing to grow at remarkable speeds for big companies.",The Gap Between the Haves and Have-Nots of Tech Widens,"Despite regulatory scrutiny and pressure from lawmakers, the industry’s wealthiest are continuing to grow at remarkable speeds for big companies. SAN FRANCISCO — When Google’s parent company, Alphabet, said on Monday that revenue at the company soared past $161 billion last year, it was a stark reminder of the widening gap between tech’s wealthiest outfits and the rest of the industry. Despite regulatory scrutiny and pressure from lawmakers, the industry’s wealthiest are continuing to grow at remarkable speeds for big companies. The Gap Between the Haves and Have-Nots of Tech Widens ",2.0,1.0,0.15,0.3738095238095238,0.7318661212921143,1.0,media
2020-02-04 05:00:00+00:00,72.72450256347656,73.36699676513672,71.10150146484375,72.27050018310547,95880000.0,0.0,0.0,72.27050018310547,,,,,,,,,,,,,,,market
2020-02-04 11:23:59+00:00,,,,,,,,,1491.0,News,nyt://article/e0346020-e247-5404-989d-72359e9aca21,Alphabet unexpectedly disclosed how much revenue its video platform collected last year. Was it just a distraction from results that didn’t meet investor expectations?," Silicon Valley is buzzing over Sheryl Sandberg’s engagement, nearly five years after the death of her husband, Dave Goldberg. (Want this in your inbox each morning? Sign up here.)",Alphabet unexpectedly disclosed how much revenue its video platform collected last year. Was it just a distraction from results that didn’t meet investor expectations?,A Peek Inside YouTube’s Money Machine,"Alphabet unexpectedly disclosed how much revenue its video platform collected last year. Was it just a distraction from results that didn’t meet investor expectations?  Silicon Valley is buzzing over Sheryl Sandberg’s engagement, nearly five years after the death of her husband, Dave Goldberg. (Want this in your inbox each morning? Sign up here.) Alphabet unexpectedly disclosed how much revenue its video platform collected last year. Was it just a distraction from results that didn’t meet investor expectations? A Peek Inside YouTube’s Money Machine ",2.0,0.0,0.0999999999999999,0.419047619047619,0.0,0.0,media
2020-02-05 05:00:00+00:00,73.18049621582031,73.22899627685547,71.48400115966797,72.30249786376953,36376000.0,0.0,0.0,72.30249786376953,,,,,,,,,,,,,,,market
2020-02-06 05:00:00+00:00,72.5989990234375,74.0780029296875,72.52400207519531,73.79850006103516,37822000.0,0.0,0.0,73.79850006103516,,,,,,,,,,,,,,,market
2020-02-06 11:51:33+00:00,,,,,,,,,1392.0,News,nyt://article/2f57fbcf-0b67-5a09-8861-b6e666b52d73,The tech giant is reportedly weighing whether to divest its third-party ad business to assuage antitrust regulators.," Topic A in New York City: a state law that eliminates broker fees for renters. Tenants are thrilled; landlords and brokers, not so much. Send us your thoughts. (Want this in your inbox each morning? Sign up here.)",The tech giant is reportedly weighing whether to divest its third-party ad business to assuage antitrust regulators.,Should Google Shrink to Save Itself?,"The tech giant is reportedly weighing whether to divest its third-party ad business to assuage antitrust regulators.  Topic A in New York City: a state law that eliminates broker fees for renters. Tenants are thrilled; landlords and brokers, not so much. Send us your thoughts. (Want this in your inbox each morning? Sign up here.) The tech giant is reportedly weighing whether to divest its third-party ad business to assuage antitrust regulators. Should Google Shrink to Save Itself? ",2.0,1.0,0.1872727272727272,0.6709090909090909,0.0,0.0,media
2020-02-07 05:00:00+00:00,73.36949920654297,74.26249694824219,73.27050018310547,73.95549774169922,28360000.0,0.0,0.0,73.95549774169922,,,,,,,,,,,,,,,market
2020-02-10 05:00:00+00:00,73.86150360107422,75.44400024414062,73.76000213623047,75.43299865722656,38302000.0,0.0,0.0,75.43299865722656,,,,,,,,,,,,,,,market
2020-02-11 05:00:00+00:00,75.66349792480469,76.49400329589844,75.27249908447266,75.50299835205078,34852000.0,0.0,0.0,75.50299835205078,,,,,,,,,,,,,,,market
2020-02-11 19:38:54+00:00,,,,,,,,,858.0,News,nyt://article/5a85a26a-3ea3-52d0-8506-b61f53b5e6b9,"The agency ordered Amazon, Apple, Facebook, Alphabet and Microsoft to turn over a decade’s worth of information on small acquisitions.","WASHINGTON — The Federal Trade Commission said on Tuesday that it had ordered Amazon, Apple, Facebook, Google’s parent company and Microsoft to turn over information about past acquisitions, broadening its review of the power of big tech companies.","The agency ordered Amazon, Apple, Facebook, Alphabet and Microsoft to turn over a decade’s worth of information on small acquisitions.","F.T.C. Broadens Review of Tech Giants, Homing In on Their Deals","The agency ordered Amazon, Apple, Facebook, Alphabet and Microsoft to turn over a decade’s worth of information on small acquisitions. WASHINGTON — The Federal Trade Commission said on Tuesday that it had ordered Amazon, Apple, Facebook, Google’s parent company and Microsoft to turn over information about past acquisitions, broadening its review of the power of big tech companies. The agency ordered Amazon, Apple, Facebook, Alphabet and Microsoft to turn over a decade’s worth of information on small acquisitions. F.T.C. Broadens Review of Tech Giants, Homing In on Their Deals ",4.0,1.0,-0.025,0.225,0.0,0.0,media
2020-02-12 05:00:00+00:00,75.79299926757812,76.01499938964844,75.43350219726562,75.93150329589844,31042000.0,0.0,0.0,75.93150329589844,,,,,,,,,,,,,,,market
2020-02-13 05:00:00+00:00,75.5,76.29750061035156,75.19999694824219,75.66950225830078,22914000.0,0.0,0.0,75.66950225830078,,,,,,,,,,,,,,,market
2020-02-14 05:00:00+00:00,75.72650146484375,76.00250244140625,75.27749633789062,75.9365005493164,23198000.0,0.0,0.0,75.9365005493164,,,,,,,,,,,,,,,market
2020-02-18 05:00:00+00:00,75.71700286865234,76.52799987792969,75.55049896240234,75.97200012207031,25642000.0,0.0,0.0,75.97200012207031,,,,,,,,,,,,,,,market
2020-02-19 00:37:20+00:00,,,,,,,,,0.0,Interactive Feature,nyt://interactive/8f075e1f-6c5b-547b-a9dc-fd6f800a7639,Some of its employees tried to stop their company from doing work they saw as unethical. It blew up in their faces.,Some of its employees tried to stop their company from doing work they saw as unethical. It blew up in their faces.,Some of its employees tried to stop their company from doing work they saw as unethical. It blew up in their faces.,The Great Google Revolt,Some of its employees tried to stop their company from doing work they saw as unethical. It blew up in their faces. Some of its employees tried to stop their company from doing work they saw as unethical. It blew up in their faces. Some of its employees tried to stop their company from doing work they saw as unethical. It blew up in their faces. The Great Google Revolt ,3.0,1.0,0.8,0.75,-0.7436510920524597,-1.0,media
2020-02-19 05:00:00+00:00,76.36000061035156,76.53700256347656,76.04900360107422,76.24349975585938,22746000.0,0.0,0.0,76.24349975585938,,,,,,,,,,,,,,,market
2020-02-20 05:00:00+00:00,75.95050048828125,76.35350036621094,75.21299743652344,75.84950256347656,25962000.0,0.0,0.0,75.84950256347656,,,,,,,,,,,,,,,market
2020-02-20 23:21:02+00:00,,,,,,,,,856.0,News,nyt://article/93bfcad9-9b67-5ba5-b56d-cd38cf02da75,"The lawsuit says that Google, the top tech brand in public schools, used its educational products to spy on students.","New Mexico’s attorney general sued Google on Thursday, saying the tech giant used its educational products to spy on the state’s children and families.","The lawsuit says that Google, the top tech brand in public schools, used its educational products to spy on students.",New Mexico Sues Google Over Children’s Privacy Violations,"The lawsuit says that Google, the top tech brand in public schools, used its educational products to spy on students. New Mexico’s attorney general sued Google on Thursday, saying the tech giant used its educational products to spy on the state’s children and families. The lawsuit says that Google, the top tech brand in public schools, used its educational products to spy on students. New Mexico Sues Google Over Children’s Privacy Violations ",4.0,4.0,0.1884297520661157,0.3902203856749311,-0.8140886425971985,-1.0,media
2020-02-21 05:00:00+00:00,75.22899627685547,75.54750061035156,73.92449951171875,74.1729965209961,42520000.0,0.0,0.0,74.1729965209961,,,,,,,,,,,,,,,market
2020-02-22 02:41:31+00:00,,,,,,,,,370.0,News,nyt://article/485007f2-434d-5d8c-b035-5c0877387da1,"The company had asked a court for limits on consultants working with the attorney general of Texas, who is leading a multistate investigation.",SAN FRANCISCO — Google reached an agreement with a group of state attorneys general on Thursday over how officials will handle information it provides during their antitrust investigation into the company.,"The company had asked a court for limits on consultants working with the attorney general of Texas, who is leading a multistate investigation.",Google Reaches Document Protection Deal in Antitrust Fight,"The company had asked a court for limits on consultants working with the attorney general of Texas, who is leading a multistate investigation. SAN FRANCISCO — Google reached an agreement with a group of state attorneys general on Thursday over how officials will handle information it provides during their antitrust investigation into the company. The company had asked a court for limits on consultants working with the attorney general of Texas, who is leading a multistate investigation. Google Reaches Document Protection Deal in Antitrust Fight ",5.0,2.0,0.05,0.5,0.0,0.0,media
2020-02-22 22:40:03+00:00,,,,,,,,,1190.0,News,nyt://article/0736a7e4-5810-59ca-8636-dfc5bd906e61,"Sophia Maymudes turns up with family (father, David), and turns in a commendable construction.","SUNDAY PUZZLE — The constructor setup today is really sweet and unique, so I’m going to paraphrase Will Shortz’s print introduction.","Sophia Maymudes turns up with family (father, David), and turns in a commendable construction.",Resolved,"Sophia Maymudes turns up with family (father, David), and turns in a commendable construction. SUNDAY PUZZLE — The constructor setup today is really sweet and unique, so I’m going to paraphrase Will Shortz’s print introduction. Sophia Maymudes turns up with family (father, David), and turns in a commendable construction. Resolved ",3.0,0.0,0.3625,0.825,0.0,0.0,media
2020-02-24 05:00:00+00:00,71.15249633789062,71.81900024414062,70.3395004272461,70.99299621582031,49560000.0,0.0,0.0,70.99299621582031,,,,,,,,,,,,,,,market
2020-02-25 05:00:00+00:00,71.55000305175781,71.84249877929688,69.02100372314453,69.31600189208984,51580000.0,0.0,0.0,69.31600189208984,,,,,,,,,,,,,,,market
2020-02-26 05:00:00+00:00,69.7490005493164,70.68350219726562,68.82749938964844,69.52349853515625,49776000.0,0.0,0.0,69.52349853515625,,,,,,,,,,,,,,,market
2020-02-27 05:00:00+00:00,67.95700073242188,68.47000122070312,65.71199798583984,65.74749755859375,62290000.0,0.0,0.0,65.74749755859375,,,,,,,,,,,,,,,market
2020-02-28 05:00:00+00:00,63.71549987792969,67.12249755859375,63.41049957275391,66.9625015258789,80198000.0,0.0,0.0,66.9625015258789,,,,,,,,,,,,,,,market
2020-03-02 05:00:00+00:00,67.56950378417969,69.37349700927734,66.26000213623047,69.31600189208984,55430000.0,0.0,0.0,69.31600189208984,,,,,,,,,,,,,,,market
2020-03-03 02:01:49+00:00,,,,,,,,,403.0,News,nyt://article/11a49bc1-e07c-5e93-9d25-3cd3a9620df0,"Alphabet’s self-driving unit, a pioneer in autonomous vehicle research, has been expanding its commercial efforts.","SAN FRANCISCO — More than a decade after Google started experimenting with driverless cars, Waymo, the autonomous vehicle unit of Google’s parent company, Alphabet, says it has raised $2.25 billion, mostly from outside investors.","Alphabet’s self-driving unit, a pioneer in autonomous vehicle research, has been expanding its commercial efforts.",Waymo Includes Outsiders in $2.25 Billion Investment Round,"Alphabet’s self-driving unit, a pioneer in autonomous vehicle research, has been expanding its commercial efforts. SAN FRANCISCO — More than a decade after Google started experimenting with driverless cars, Waymo, the autonomous vehicle unit of Google’s parent company, Alphabet, says it has raised $2.25 billion, mostly from outside investors. Alphabet’s self-driving unit, a pioneer in autonomous vehicle research, has been expanding its commercial efforts. Waymo Includes Outsiders in $2.25 Billion Investment Round ",3.0,2.0,0.2222222222222222,0.3944444444444444,0.5638223886489868,1.0,media
2020-03-03 05:00:00+00:00,69.88400268554688,70.40950012207031,66.46199798583984,66.88600158691406,56602000.0,0.0,0.0,66.88600158691406,,,,,,,,,,,,,,,market
2020-03-04 05:00:00+00:00,67.947998046875,69.13899993896484,66.8499984741211,69.08000183105469,47598000.0,0.0,0.0,69.08000183105469,,,,,,,,,,,,,,,market
2020-03-05 00:36:04+00:00,,,,,,,,,368.0,News,nyt://article/ea5b6dac-4cf1-51e6-90ce-5772fc42a6ab,The Democratic presidential candidate had accused the tech giant of infringing on her free speech when it temporarily suspended her advertising account.,"SAN FRANCISCO — A federal judge on Wednesday dismissed a $50 million lawsuit filed by Representative Tulsi Gabbard, a Democratic presidential candidate, that accused Google of infringing on her free speech when it briefly suspended her advertising account last year.",The Democratic presidential candidate had accused the tech giant of infringing on her free speech when it temporarily suspended her advertising account.,Tulsi Gabbard’s $50 Million Suit Against Google Is Dismissed,"The Democratic presidential candidate had accused the tech giant of infringing on her free speech when it temporarily suspended her advertising account. SAN FRANCISCO — A federal judge on Wednesday dismissed a $50 million lawsuit filed by Representative Tulsi Gabbard, a Democratic presidential candidate, that accused Google of infringing on her free speech when it briefly suspended her advertising account last year. The Democratic presidential candidate had accused the tech giant of infringing on her free speech when it temporarily suspended her advertising account. Tulsi Gabbard’s $50 Million Suit Against Google Is Dismissed ",4.0,2.0,0.1714285714285714,0.6857142857142857,-0.8723071217536926,-1.0,media
2020-03-05 05:00:00+00:00,67.27749633789062,67.68150329589844,65.08200073242188,65.73799896240234,54380000.0,0.0,0.0,65.73799896240234,,,,,,,,,,,,,,,market
2020-03-06 05:00:00+00:00,63.497501373291016,65.13749694824219,62.86050033569336,64.78700256347656,64640000.0,0.0,0.0,64.78700256347656,,,,,,,,,,,,,,,market
2020-03-09 04:00:00+00:00,60.24800109863281,62.63650131225586,59.902000427246094,60.78950119018555,69252000.0,0.0,0.0,60.78950119018555,,,,,,,,,,,,,,,market
2020-03-10 04:00:00+00:00,62.71950149536133,63.79249954223633,60.72549819946289,63.75849914550781,54872000.0,0.0,0.0,63.75849914550781,,,,,,,,,,,,,,,market
2020-03-10 15:44:21+00:00,,,,,,,,,1412.0,News,nyt://article/93d985f5-e72e-5ff8-b1e5-d7668f31b4fb,"Faced with an array of opponents for its sensor-laden city of tomorrow in Toronto, a Google sibling has drastically dialed back plans. The critics now want the tech giant to quit altogether.","TORONTO — The announcement was big enough for Prime Minister Justin Trudeau to fly down to Toronto and deliver. A corporate sibling of Google had been selected to transform a largely abandoned port area in Toronto into an innovative, sensor-laden, tech-centric city of tomorrow.","Faced with an array of opponents for its sensor-laden city of tomorrow in Toronto, a Google sibling has drastically dialed back plans. The critics now want the tech giant to quit altogether.",You Can’t Fight City Hall. But Maybe You Can Fight Google.,"Faced with an array of opponents for its sensor-laden city of tomorrow in Toronto, a Google sibling has drastically dialed back plans. The critics now want the tech giant to quit altogether. TORONTO — The announcement was big enough for Prime Minister Justin Trudeau to fly down to Toronto and deliver. A corporate sibling of Google had been selected to transform a largely abandoned port area in Toronto into an innovative, sensor-laden, tech-centric city of tomorrow. Faced with an array of opponents for its sensor-laden city of tomorrow in Toronto, a Google sibling has drastically dialed back plans. The critics now want the tech giant to quit altogether. You Can’t Fight City Hall. But Maybe You Can Fight Google. ",2.0,4.0,0.1235209235209235,0.4743145743145742,0.0,0.0,media
2020-03-11 04:00:00+00:00,62.41350173950195,62.84650039672852,59.55699920654297,60.54499816894531,54732000.0,0.0,0.0,60.54499816894531,,,,,,,,,,,,,,,market
2020-03-12 04:00:00+00:00,56.13100051879883,59.4375,55.42350006103516,55.57749938964844,94326000.0,0.0,0.0,55.57749938964844,,,,,,,,,,,,,,,market
2020-03-13 04:00:00+00:00,58.7495002746582,60.720001220703125,55.61449813842773,60.7135009765625,79400000.0,0.0,0.0,60.7135009765625,,,,,,,,,,,,,,,market
2020-03-14 09:00:07+00:00,,,,,,,,,793.0,News,nyt://article/9ffd4eba-b19a-5bc7-a4f4-dab83aefb891,"The Music Issue, out on March 15, introduces a multimedia experience that bridges print and digital through your smartphone.","Times Insider explains who we are and what we do, and delivers behind-the-scenes insights into how our journalism comes together.","The Music Issue, out on March 15, introduces a multimedia experience that bridges print and digital through your smartphone.",Getting The New York Times Magazine to Jump Off the Page,"The Music Issue, out on March 15, introduces a multimedia experience that bridges print and digital through your smartphone. Times Insider explains who we are and what we do, and delivers behind-the-scenes insights into how our journalism comes together. The Music Issue, out on March 15, introduces a multimedia experience that bridges print and digital through your smartphone. Getting The New York Times Magazine to Jump Off the Page ",4.0,0.0,0.0454545454545454,0.1515151515151515,0.0,0.0,media
2020-03-16 04:00:00+00:00,54.480499267578125,57.27349853515625,53.354000091552734,53.650001525878906,96520000.0,0.0,0.0,53.650001525878906,,,,,,,,,,,,,,,market
